url,title,price_byn,brand,ram_gb,ssd_gb,screen_size,is_discrete_gpu
https://www.ozon.by/product/redmi-book-16-2026-jyu4712cn-noutbuk-16-intel-core-ultra-5-125h-ram-16-gb-ssd-512-gb-intel-5584793318/,"Redmi Book 16 2026 JYU4712CN Ноутбук 16"", Intel Core Ultra 5 125H, RAM 16 ГБ, SSD 512 ГБ, Intel Arc Graphics, Windows Home, (10010807), серый, серый металлик, Русская раскладка",6969.72,Redmi,16,512,16.0,0
https://www.ozon.by/product/machcreator-r5-noutbuk-15-6-amd-ryzen-5-7430u-ram-16-gb-ssd-512-gb-amd-radeon-bez-sistemy-3519162780/,"Machcreator R5 Ноутбук 15.6"", AMD Ryzen 5 7430U, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon, Без системы, (6975971299446), серебристый, Русская раскладка",1764.56,Machcreator,16,512,15.6,0
https://www.ozon.by/product/dpdn-w18-igrovoy-noutbuk-15-6-amd-ryzen-3-8440u-ram-16-gb-ssd-512-gb-nvidia-geforce-mx330-2-5333919276/,"DPDN W18 Игровой ноутбук 15.6"", AMD Ryzen 3 8440U, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce MX330 (2 Гб), Windows Pro, синий, Русская раскладка",3707.61,Other,16,512,15.6,1
https://www.ozon.by/product/machcreator-d6-noutbuk-16-amd-ryzen-5-7430u-ram-16-gb-ssd-512-gb-amd-radeon-bez-sistemy-3519163728/,"Machcreator D6 Ноутбук 16"", AMD Ryzen 5 7430U, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon, Без системы, (6975971299439), серебристый, Русская раскладка",1835.16,Machcreator,16,512,16.0,0
https://www.ozon.by/product/lenovo-noutbuk-15-6-intel-core-i3-1305u-ram-8-gb-ssd-256-gb-intel-uhd-graphics-82x7004bps-ru-seryy-1333868768/,"Lenovo Ноутбук 15,6"", Intel Core i3-1305U, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics, (82X7004BPS _RU), серый, Русская раскладка",2096.79,Lenovo,8,256,15.6,0
https://www.ozon.by/product/asus-tuf-gaming-a18-noutbuk-18-amd-ryzen-7-260-ram-16-gb-ssd-1000-gb-nvidia-geforce-rtx-5060-8-3868433511/,"ASUS TUF Gaming A18 Ноутбук 18"", AMD Ryzen 7 260, RAM 16 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Без системы, (90NR0NN1-M004V0), черный, Русская раскладка",5550.25,Asus,16,1000,18.0,1
https://www.ozon.by/product/asus-um3406ga-qd010-noutbuk-14-amd-ryzen-ai-7-445-ram-16-gb-ssd-1000-gb-amd-radeon-graphics-3637902316/,"ASUS UM3406GA-QD010 Ноутбук 14"", AMD Ryzen AI 7 445, RAM 16 ГБ, SSD 1000 ГБ, AMD Radeon Graphics, Без системы, (4711636329170), черный, Русская раскладка",3734.41,Asus,16,1000,14.0,0
https://www.ozon.by/product/asus-vivobook-15-m1502xa-15-6-1920x1080-noutbuk-amd-ryzen-9-7940hs-ram-16-gb-ssd-500-gb-amd-5765993570/,"ASUS Vivobook 15 M1502XA, 15.6"" (1920x1080), Ноутбук, AMD Ryzen 9 7940HS, RAM 16 ГБ, SSD 500 ГБ, AMD Radeon, Windows Pro, (90NB19L1-M000Z0_Win11P), темно-синий, Русская раскладка",4217.09,Asus,16,500,15.6,0
https://www.ozon.by/product/thunderobot-range-17-g2-pro-igrovoy-noutbuk-17-3-intel-core-i7-13620h-ram-16-gb-ssd-1000-gb-3197859369/,"Thunderobot Range 17 G2 Pro Игровой ноутбук 17.3"", Intel Core i7-13620H, RAM 16 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 для ноутбуков (8 Гб), Без системы, (400477317), черный, Русская раскладка",5505.51,Thunderobot,16,1000,17.3,1
https://www.ozon.by/product/veltron-noutbuk-15-6-amd-ryzen-7-7840hs-ram-16-gb-ssd-512-gb-amd-radeon-780m-windows-pro-4840909453/,"VELTRON Ноутбук 15.6"", AMD Ryzen 7 7840HS, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon 780M, Windows Pro, Русская раскладка",2991.85,Veltron,16,512,15.6,0
https://www.ozon.by/product/digma-pro-fortis-m-noutbuk-17-3-amd-ryzen-5-7430u-ram-16-gb-ssd-512-gb-amd-radeon-graphics-windows-5668415176/,"Digma Pro Fortis M Ноутбук 17.3"", AMD Ryzen 5 7430U, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon Graphics, Windows Pro, (DN17R5-ADXW01), серый, Русская раскладка",1765.77,Digma,16,512,17.3,0
https://www.ozon.by/product/redmi-book-16-2026-jyu4713cn-noutbuk-16-intel-core-ultra-5-125h-ram-16-gb-ssd-1024-gb-intel-arc-5584792393/,"Redmi Book 16 2026 JYU4713CN Ноутбук 16"", Intel Core Ultra 5 125H, RAM 16 ГБ, SSD 1024 ГБ, Intel Arc Graphics, Windows Home, (10010808), серый, серебристый, Русская раскладка",7499.59,Redmi,16,1024,16.0,0
https://www.ozon.by/product/igrovoy-noutbuk-15-6-amd-ryzen-9-6900hx-ram-16-gb-ssd-512-gb-amd-radeon-680m-windows-pro-seryy-5457461280/,"Игровой ноутбук 15.6"", AMD Ryzen 9 6900HX, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon 680M, Windows Pro, серый, Английская раскладка",4460.1,Other,16,512,15.6,0
https://www.ozon.by/product/huawei-matebook-d-16-noutbuk-16-intel-core-i5-13420h-ram-16-gb-ssd-1000-gb-intel-uhd-graphics-1653035843/,"HUAWEI MateBook D 16 Ноутбук 16"", Intel Core i5-13420H, RAM 16 ГБ, SSD 1000 ГБ, Intel UHD Graphics, Без системы, (30072072), серый, Русская раскладка",2752.74,Huawei,16,1000,16.0,0
https://www.ozon.by/product/noutbuk-dlya-raboty-noutbuk-15-6-intel-n150-ram-16-gb-ssd-512-gb-intel-uhd-graphics-windows-pro-2544917564/,"ноутбук для работы Ноутбук 15.6"", Intel N150, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Pro, (ноутбук для работы), серый, Русская раскладка",1921.12,Other,16,512,15.6,0
https://www.ozon.by/product/pwr-7098-igrovoy-noutbuk-16-ram-16-gb-ssd-1024-gb-nvidia-geforce-rtx-3050-6-gb-seryy-5668336181/,"PWR 7098 Игровой ноутбук 16"", RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3050 (6 Гб), серый, Русская раскладка",3701.81,Pwr,16,1024,16.0,1
https://www.ozon.by/product/vanwin-winbook-pro-p18-sensornyy-ekran-igrovoy-noutbuk-15-6-amd-ryzen-5-7430u-ram-16-gb-ssd-512-3729473391/,"VANWIN WINBOOK PRO P18,сенсорный экран Игровой ноутбук 15.6"", AMD Ryzen 5 7430U, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon Graphics, Windows Pro, (6 ядер и 12 потоков, Разблокировка по отпечатку пальца,гарантия 1 год), светло-серый, Русская раскладка",3914.05,Other,16,512,15.6,0
https://www.ozon.by/product/thunderobot-range-17-g2-evo-igrovoy-noutbuk-17-3-intel-core-i5-13420h-ram-16-gb-ssd-1000-gb-3197888612/,"Thunderobot Range 17 G2 Evo Игровой ноутбук 17.3"", Intel Core i5-13420H, RAM 16 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5050 (8 Гб), Без системы, (400477294), черный, Русская раскладка",4693.78,Thunderobot,16,1000,17.3,1
https://www.ozon.by/product/moshchnyy-noutbuk-dlya-raboty-i-ucheby-s-podsvetkoy-takzhe-mozhet-ispolzovatsya-kak-noutbuk-igrovoy-2805401977/,"Мощный Ноутбук для работы и учебы с подсветкой , также может использоваться как ноутбук игровой, Ноутбук 15.6"", RAM 16 ГБ, SSD 265 ГБ, Intel UHD Graphics, Windows Pro, черный, Русская раскладка Ноутбук 15.6"", Intel Celeron N5095, RAM 16 ГБ, SSD 256 ГБ, Intel UHD Graphics, Windows Pro, (ноутбук для работы и учебы), черный, Русская раскладка",1659.61,Other,16,265,15.6,0
https://www.ozon.by/product/rikor-neuro-3-dlya-raboty-i-ucheby-s-windows-noutbuk-15-6-amd-ryzen-5-7430u-ram-8-gb-ssd-256-gb-amd-3240755386/,"Rikor NEURO 3 для работы и учебы с Windows Ноутбук 15.6"", AMD Ryzen 5 7430U, RAM 8 ГБ, SSD 256 ГБ, AMD Radeon, Windows Pro, (RL-AC01), черный, черный матовый, Русская раскладка",1899.48,Rikor,8,256,15.6,0
https://www.ozon.by/product/veltron-noutbuk-15-6-intel-core-i3-1215u-ram-16-gb-ssd-1024-gb-intel-uhd-graphics-windows-pro-seryy-5472053724/,"VELTRON Ноутбук 15.6"", Intel Core i3-1215U, RAM 16 ГБ, SSD 1024 ГБ, Intel UHD Graphics, Windows Pro, серый, Русская раскладка",2130.33,Veltron,16,1024,15.6,0
https://www.ozon.by/product/huawei-matebook-14-flmh-x-53014hyd-noutbuk-14-intel-core-ultra-5-125h-ram-16-gb-ssd-1024-gb-5584796141/,"HUAWEI MateBook 14 FLMH-X 53014HYD Ноутбук 14"", Intel Core Ultra 5 125H, RAM 16 ГБ, SSD 1024 ГБ, Intel Arc Graphics, Windows Home, (10010044), светло-зеленый, Русская раскладка",7891.25,Huawei,16,1024,14.0,0
https://www.ozon.by/product/acer-aspire-go-ag15-44p-noutbuk-15-6-amd-ryzen-7-5825u-ram-16-gb-ssd-512-gb-bez-sistemy-4280183408/,"Acer Aspire Go AG15-44P Ноутбук 15.6"", AMD Ryzen 7 5825U, RAM 16 ГБ, SSD 512 ГБ, Без системы, (401060997), серебристый, Русская раскладка",2484.5,Acer,16,512,15.6,0
https://www.ozon.by/product/7840-black-gray-igrovoy-noutbuk-16-amd-ryzen-7-7840hs-ram-16-gb-ssd-512-gb-amd-radeon-windows-pro-5381530138/,"7840/BLACK/Gray Игровой ноутбук 16"", AMD Ryzen 7 7840HS, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon, Windows Pro, черный, серый, Русская раскладка",4084.56,Other,16,512,16.0,0
https://www.ozon.by/product/expecomp-dlya-raboty-i-ucheby-noutbuk-15-6-intel-core-i7-1060g7-ram-12-gb-ssd-256-gb-intel-uhd-5012442608/,"EXPEcomp для работы и учебы Ноутбук 15.6"", Intel Core i7-1060G7, RAM 12 ГБ, SSD 256 ГБ, Intel UHD Graphics, Windows Pro, серый, Русская раскладка",1621.07,Other,12,256,15.6,0
https://www.ozon.by/product/asus-vivobook-17-noutbuk-17-3-intel-core-i3-1315u-ram-24-gb-ssd-1024-gb-intel-uhd-graphics-2202999470/,"ASUS VivoBook 17 Ноутбук 17.3"", Intel Core i3-1315U, RAM 24 ГБ, SSD 1024 ГБ, Intel UHD Graphics, Windows Pro, темно-синий, Русская раскладка",7219.25,Asus,24,1024,17.3,0
https://www.ozon.by/product/noutbuk-16-amd-opteron-3250-ram-16-gb-ssd-512-gb-amd-radeon-windows-pro-chernyy-seryy-3000399214/,"Ноутбук 16"", AMD Opteron 3250, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon, Windows Pro, черный, серый, Русская раскладка",1583.96,Other,16,512,16.0,0
https://www.ozon.by/product/acer-aspire-go-ag15-44p-noutbuk-15-6-amd-ryzen-7-5825u-ram-16-gb-ssd-1000-gb-bez-sistemy-4280188182/,"Acer Aspire Go AG15-44P Ноутбук 15.6"", AMD Ryzen 7 5825U, RAM 16 ГБ, SSD 1000 ГБ, Без системы, (401061122), серебристый, Русская раскладка",2595.75,Acer,16,1000,15.6,0
https://www.ozon.by/product/moshchnyy-noutbuk-dlya-raboty-i-ucheby-s-podsvetkoy-takzhe-mozhet-ispolzovatsya-kak-noutbuk-igrovoy-3213393631/,"Мощный Ноутбук для работы и учебы с подсветкой, также может использоваться как ноутбук игровой, Ноутбук 15.6"", RAM 16 ГБ, SSD 1 ТБ, Intel UHD Graphics, Windows Pro, розовый, Русская раскладка Ноутбук 15.6"", Intel Celeron N5095, RAM 16 ГБ, SSD 1024 ГБ, Intel UHD Graphics, Windows Pro, (N95), розовый, Русская раскладка",1944.69,Other,16,1024,15.6,0
https://www.ozon.by/product/apple-neo-noutbuk-13-apple-a18-ram-8-gb-ssd-256-gb-macos-4324050-siniy-russkaya-raskladka-4916151821/,"Apple Neo Ноутбук 13"", Apple A18, RAM 8 ГБ, SSD 256 ГБ, MacOS, (4324050), синий, Русская раскладка",2999.79,Apple,8,256,13.0,0
https://www.ozon.by/product/digma-pro-fortis-m-noutbuk-14-1-intel-core-i5-1235u-ram-16-gb-ssd-512-gb-intel-iris-xe-2104021112/,"Digma Pro Fortis M Ноутбук 14.1"", Intel Core i5-1235U, RAM 16 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics, Windows Pro, (DN14P5-ADXW03), серый, Русская раскладка",1687.54,Digma,16,512,14.1,0
https://www.ozon.by/product/dlya-raboty-i-ucheby-noutbuk-15-6-intel-celeron-n5095-ram-8-gb-ssd-256-gb-intel-uhd-graphics-windows-3890825195/,"Для работы и учебы Ноутбук 15.6"", Intel Celeron N5095, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics, Windows Home, серый, Русская раскладка",1435.97,Other,8,256,15.6,0
https://www.ozon.by/product/hp-hp-victus-15-fa2082wm-noutbuk-15-6-intel-core-i5-13420h-ram-16-gb-ssd-512-gb-nvidia-geforce-4056371207/,"HP HP Victus 15-fa2082wm Ноутбук 15.6"", Intel Core i5-13420H, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4050 для ноутбуков (6 Гб), Windows Home, (B5EQ3UA), серебристый, Русская раскладка",3604.72,Other,16,512,15.6,1
https://www.ozon.by/product/xiseziuo-noutbuk-17-3-intel-n95-ram-16-gb-ssd-512-gb-intel-uhd-graphics-windows-pro-serebristyy-5605410794/,"XISEZIUO Ноутбук 17.3"", Intel N95, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Pro, серебристый, Русская раскладка",2640.77,Other,16,512,17.3,0
https://www.ozon.by/product/asus-tuf-gaming-a15-fa506ncg-hn330-igrovoy-noutbuk-15-6-amd-ryzen-7-8845hs-ram-16-gb-ssd-512-5743521079/,"ASUS TUF Gaming A15 FA506NCG-HN330 Игровой ноутбук 15.6"", AMD Ryzen 7 8845HS, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3050 для ноутбуков (4 Гб), Без системы, (90NR0JF7-M00SX0), черный, Русская раскладка",3460.19,Asus,16,512,15.6,1
https://www.ozon.by/product/a3500noutbuk-noutbuk-15-6-amd-ryzen-5-3500-ram-16-gb-ssd-512-gb-amd-radeon-vega-8-windows-2545129055/,"A3500ноутбук Ноутбук 15.6"", AMD Ryzen 5 3500, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon Vega 8, Windows Pro, (A3500ноутбук игровой), серебристый, Русская раскладка",2037.65,Other,16,512,15.6,0
https://www.ozon.by/product/pwr-pwr-16-13905h-3050-igrovoy-noutbuk-16-ram-24-gb-ssd-1024-gb-nvidia-geforce-rtx-3050-6-gb-seryy-5747204772/,"PWR PWR-16-13905H-3050 Игровой ноутбук 16"", RAM 24 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3050 (6 Гб), серый, Русская раскладка",4310.46,Pwr,24,1024,16.0,1
https://www.ozon.by/product/igrovoy-noutbuk-noutbuk-15-6-intel-core-i7-6600u-ram-32-gb-ssd-2048-gb-nvidia-geforce-mx330-2-5754717496/,"Игровой ноутбук Ноутбук 15.6"", Intel Core i7-6600U, RAM 32 ГБ, SSD 2048 ГБ, NVIDIA GeForce MX330 (2 Гб), Windows Pro, серый, светло-серый, Русская раскладка",2020.78,Other,32,2048,15.6,1
https://www.ozon.by/product/asus-tuf-gaming-a18-fa808up-s8052-igrovoy-noutbuk-18-amd-ryzen-7-260-ram-32-gb-ssd-1000-gb-3519163234/,"ASUS TUF Gaming A18 FA808UP-S8052 Игровой ноутбук 18"", AMD Ryzen 7 260, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5070 для ноутбуков (8 Гб), Без системы, (400607629), серый, Русская раскладка",7537.38,Asus,32,1000,18.0,1
https://www.ozon.by/product/thunderobot-911-plus-g3-xd-igrovoy-noutbuk-17-3-intel-core-i5-13420h-ram-16-gb-ssd-512-gb-3197862272/,"Thunderobot 911 Plus G3 XD Игровой ноутбук 17.3"", Intel Core i5-13420H, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4050 для ноутбуков (6 Гб), Без системы, (400477420), черный, Русская раскладка",3987.95,Thunderobot,16,512,17.3,1
https://www.ozon.by/product/y55-noutbuk-15-6-amd-ryzen-3-8440u-ram-16-gb-ssd-256-gb-nvidia-geforce-mx330-2-gb-windows-pro-5629475972/,"Y55 Ноутбук 15.6"", AMD Ryzen 3 8440U, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce MX330 (2 Гб), Windows Pro, (Y55), серебристый, Русская раскладка",1281.33,Other,16,256,15.6,1
https://www.ozon.by/product/xiaomi-book-14-jyu4633cn-noutbuk-14-intel-core-5-220h-ram-16-gb-ssd-512-gb-intel-uhd-graphics-2321813277/,"Xiaomi Book 14 JYU4633CN Ноутбук 14"", Intel Core 5 220H, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Home, серый, перламутровый, Русская раскладка",5541.16,Xiaomi,16,512,14.0,0
https://www.ozon.by/product/asus-fa808-noutbuk-18-ram-16-gb-ssd-512-gb-bez-sistemy-402238086-seryy-russkaya-raskladka-5472135440/,"ASUS FA808 Ноутбук 18"", RAM 16 ГБ, SSD 512 ГБ, Без системы, (402238086), серый, Русская раскладка",5995.61,Asus,16,512,18.0,0
https://www.ozon.by/product/intel-core-i7-1165g7-4-yadra-8-potokov-igrovoy-noutbuk-dlya-igr-moshchnyy-noutbuk-15-6-intel-core-5618599529/,"Intel Core i7-1165G7 4 ядра, 8 потоков Игровой Ноутбук для игр мощный Ноутбук 15.6"", Intel Core i7-1165G7, RAM 32 ГБ, SSD 2048 ГБ, Windows Pro, темно-серый, Русская раскладка",2305.14,Other,32,2048,15.6,0
https://www.ozon.by/product/taganay-dlya-raboty-i-ucheby-noutbuk-15-6-amd-ryzen-3-3200u-ram-16-gb-ssd-512-gb-amd-radeon-vega-4191833812/,"Taganay для работы и учебы Ноутбук 15.6"", AMD Ryzen 3 3200U, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon Vega 3, Windows Home, серый, Русская раскладка",1593.9,Other,16,512,15.6,0
https://www.ozon.by/product/asus-vivobook-17-noutbuk-17-3-intel-core-i3-1315u-ram-40-gb-ssd-2048-gb-intel-uhd-graphics-2202998937/,"ASUS VivoBook 17 Ноутбук 17.3"", Intel Core i3-1315U, RAM 40 ГБ, SSD 2048 ГБ, Intel UHD Graphics, Windows Pro, темно-синий, Русская раскладка",8978.15,Asus,40,2048,17.3,0
https://www.ozon.by/product/a3500noutbuk-noutbuk-15-6-amd-ryzen-5-3500-ram-16-gb-ssd-1024-gb-amd-radeon-vega-8-windows-3168321834/,"A3500ноутбук Ноутбук 15.6"", AMD Ryzen 5 3500, RAM 16 ГБ, SSD 1024 ГБ, AMD Radeon Vega 8, Windows Pro, (A3500ноутбук игровой), серебристый, Русская раскладка",2458.87,Other,16,1024,15.6,0
https://www.ozon.by/product/tecno-noutbuk-16-amd-ryzen-5-7535hs-ram-16-gb-ssd-512-gb-amd-radeon-660m-windows-home-4914324794/,"Tecno Ноутбук 16"", AMD Ryzen 5 7535HS, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon 660M, Windows Home, (71005000406), серый, Русская раскладка",2175.73,Tecno,16,512,16.0,0
https://www.ozon.by/product/acer-sfa16-61m-r8tc-noutbuk-16-00-ram-16-gb-ssd-1024-gb-amd-radeon-820m-bez-sistemy-nx-djbcd-3743255798/,"Acer SFA16-61M-R8TC Ноутбук 16.00"", RAM 16 ГБ, SSD 1024 ГБ, AMD Radeon 820M, Без системы, (NX.DJBCD.001), серебристый, Русская раскладка",2841.92,Acer,16,1024,16.0,0
https://www.ozon.by/product/xiaomi-book-16-jyu4615cn-noutbuk-16-intel-core-i5-13420h-ram-16-gb-ssd-1024-gb-intel-uhd-graphics-5590343197/,"Xiaomi Book 16 JYU4615CN Ноутбук 16"", Intel Core i5-13420H, RAM 16 ГБ, SSD 1024 ГБ, Intel UHD Graphics, Windows Home, серый, бронза, Русская раскладка",5445.94,Xiaomi,16,1024,16.0,0
https://www.ozon.by/product/asus-noutbuk-14-intel-core-5-210h-ram-16-gb-ssd-512-gb-intel-uhd-graphics-bez-sistemy-90nb1681-3255371430/,"ASUS Ноутбук 14"", Intel Core 5 210H, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Без системы, (90NB1681-M006X0), серебристый, Русская раскладка",2282.37,Asus,16,512,14.0,0
https://www.ozon.by/product/dpdn-p30-igrovoy-noutbuk-16-1-amd-ryzen-5-7430u-ram-32-gb-ssd-512-gb-nvidia-geforce-mx330-2-gb-5627001373/,"DPDN P30 Игровой ноутбук 16.1"", AMD Ryzen 5 7430U, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce MX330 (2 Гб), Windows Home, (P30), лазурный, темно-синий, Русская раскладка",1955.96,Other,32,512,16.1,1
